Location,locationName,locationUsage,Inactive,Location_Type,Primary_Address
L-ISU-435-9331,0004C KILDEE - Kildee Hall,Work Space; Business Asset,0,Office Facilities,0004C Kildee
L-ISU-460-7537,0004D HAMILTN - Hamilton Hall,Business Asset,0,Laboratory Facilities,0004D Hamilton
L-ISU-435-9332,0004D KILDEE - Kildee Hall,Work Space; Business Asset,0,Office Facilities,0004D Kildee
L-ISU-460-7538,0004E HAMILTN - Hamilton Hall,Business Asset,0,Supporting Facilities,0004E Hamilton
L-ISU-435-9333,0004E KILDEE - Kildee Hall,Work Space; Business Asset,0,Office Facilities,0004E Kildee
L-ISU-435-9334,0004F KILDEE - Kildee Hall,Work Space; Business Asset,0,Office Facilities,0004F Kildee
L-ISU-435-9335,0004G KILDEE - Kildee Hall,Work Space; Business Asset,0,Office Facilities,0004G Kildee
L-ISU-376-10629,0004T LIBRARY - Parks Library,Business Asset,0,Study Facilities,0004T Parks Library
L-ISU-752-20246,0005 AE-2 - Ae-2 Main Building - Agronomy/Agriculture Research,Business Asset,0,Special Use Facilities,0005 AE-2
L-ISU-610-1522,0005 ARMORY - Armory,Business Asset,0,,0005 Armory
L-ISU-625-2732,0005 BESSEY - Bessey Hall,Business Asset,0,Supporting Facilities,0005 Bessey
L-ISU-580-3631,0005 CARVER - Carver Hall,Business Asset,0,Other,0005 Carver
L-ISU-593-21629,0005 CO-LAB - Roy J. Carver Co-Laboratory,Business Asset,0,General Use Facilities,0005 Carver Co-Lab
L-ISU-594-4151,0005 COM BDG - Communications Building,Business Asset,0,Other,0005 Communications
L-ISU-483-5560,0005 E HALL - East Hall,Work Space; Business Asset,0,Office Facilities,0005 East Hall
L-ISU-485-5707,0005 EXT I T - Extension Information Technology,Business Asset,1,,0005 Ext I T
L-ISU-478-5950,0005 FIRE TR - Firemanship Training,Work Space; Business Asset,0,Office Facilities,0005 Firemnshp Trng
L-ISU-443-5981,0005 FISHER - Fisher Theatre,Business Asset,0,Other,0005 Fisher Theatre
L-ISU-446-6348,0005 FOR GRN - Forestry Greenhouse,Business Asset,0,Special Use Facilities,0005 Forestry Gh
L-ISU-451-6659,0005 GEN LAB - Genetics Laboratory,Business Asset,1,,0005 Genetics Lab
L-ISU-460-7539,0005 HAMILTN - Hamilton Hall,Business Asset,0,Classroom Facilities,0005 Hamilton
L-ISU-463-7989,0005 HGR 1 - I.S.U. Airport Hangar 1,Work Space; Business Asset,0,Office Facilities,0005 Hangar 1
L-ISU-897-23009,0005 HIXSON - Hixson-Lied Student Success Center,Business Asset,0,Other,0005 Hixson Lied
L-ISU-475-8321,0005 HORSE B - Horse Barn and Machine Shed,Business Asset,0,Special Use Facilities,0005 Horse Barn
L-ISU-476-8344,0005 HORT - Horticulture Hall & Greenhouse,Work Space; Business Asset,0,Office Facilities,0005 Horticulture
L-ISU-430-9049,0005 INSECT - Insectary and Greenhouse,Business Asset,1,,0005 Insectary
L-ISU-435-9336,0005 KILDEE - Kildee Hall,Business Asset,0,General Use Facilities,0005 Kildee
L-ISU-436-9792,0005 KING - King Lab,Business Asset,0,Laboratory Facilities,0005 KING
L-ISU-439-9876,0005 L A - Landscape Architecture,Work Space; Business Asset,0,Office Facilities,0005 Landscape Arch
L-ISU-376-10630,0005 LIBRARY - Parks Library,Work Space; Business Asset,0,Office Facilities; Study Facilities,0005 Parks Library
L-ISU-384-11251,0005 MACKAY - Mackay Hall,Work Space; Business Asset,0,Office Facilities,0005 Mackay
L-ISU-396-12485,0005 MORRILL - Morrill Hall,Business Asset,0,Other,0005 Morrill
L-ISU-291-26458,0005 NLAE - National Lab For Agric. & Envir.,Business Asset,0,Unclassified Facilities,0005 Natl Lab Ag Env
L-ISU-381-11228,0005 OFC LAB - Office and Laboratory Building,Business Asset,0,Supporting Facilities,0005 Office And Lab
L-ISU-349-13679,0005 PHYSICS - Physics Hall,Business Asset,0,Classroom Facilities,0005 Physics
L-ISU-366-13919,0005 POWER - Power Plant,Business Asset,0,Other,0005 Power Plant
L-ISU-269-14902,0005 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Laboratory Facilities,0005 Science 2
L-ISU-270-15461,0005 SCIENCE - Science Hall,Business Asset,0,Laboratory Facilities,0005 Science
L-ISU-217-21002,0005 SPED H - Spedding Hall,Business Asset,0,Laboratory Facilities,0005 Spedding
L-ISU-227-16978,0005 STEPHEN - Stephens Auditorium,Business Asset,0,Supporting Facilities,0005 Stephens
L-ISU-246-17712,0005 SU VIL - Schilletter-University Village,Work Space; Business Asset,0,Office Facilities,0005 Su Village
L-ISU-247-17727,0005 USDA GH - Usda Greenhouse,Business Asset,0,Special Use Facilities,0005 Usda Greenhouse
L-ISU-185-18939,0005 VMRI 01 - Vet Research Main Laboratory#1,Work Space; Business Asset,0,Office Facilities,0005 Vmri 01
L-ISU-207-19183,0005 VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0005 Vmri 29
L-ISU-443-5982,0005A FISHER - Fisher Theatre,Business Asset,0,Other,0005A Fisher Theatre
L-ISU-451-6660,0005A GEN LAB - Genetics Laboratory,Business Asset,1,,0005A Genetics Lab
L-ISU-436-9793,0005A KING - King Lab,Business Asset,0,Other,0005A KING
L-ISU-439-24235,0005A L A - Landscape Architecture,Work Space; Business Asset,0,Office Facilities,0005A Landscape Arch
L-ISU-376-10631,0005A LIBRARY - Parks Library,Business Asset,0,Supporting Facilities,0005A Parks Library
L-ISU-380-21844,0005A LINDEN - Linden Residence Hall,Business Asset,0,,0005A Linden
L-ISU-366-13920,0005A POWER - Power Plant,Business Asset,0,Other,0005A Power Plant
L-ISU-207-19184,0005A VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0005A Vmri 29
L-ISU-443-5983,0005B FISHER - Fisher Theatre,Business Asset,0,General Use Facilities,0005B Fisher Theatre
L-ISU-451-6661,0005B GEN LAB - Genetics Laboratory,Business Asset,1,,0005B Genetics Lab
L-ISU-376-10632,0005B LIBRARY - Parks Library,Business Asset,0,Other,0005B Parks Library
L-ISU-366-13921,0005B POWER - Power Plant,Business Asset,0,Supporting Facilities,0005B Power Plant
L-ISU-376-10633,0005T LIBRARY - Parks Library,Business Asset,0,Study Facilities,0005T Parks Library
L-ISU-752-20247,0006 AE-2 - Ae-2 Main Building - Agronomy/Agriculture Research,Business Asset,0,Special Use Facilities,0006 AE-2
L-ISU-610-1523,0006 ARMORY - Armory,Business Asset,0,,0006 Armory
L-ISU-625-2733,0006 BESSEY - Bessey Hall,Business Asset,0,Laboratory Facilities,0006 Bessey
L-ISU-630-3264,0006 BLACK - Black Engineering Bldg,Business Asset,0,Study Facilities,0006 Black Engr
L-ISU-593-21630,0006 CO-LAB - Roy J. Carver Co-Laboratory,Business Asset,0,Other,0006 Carver Co-Lab
L-ISU-532-4508,0006 CURTISS - Curtiss Hall,Work Space; Business Asset,0,General Use Facilities; Office Facilities,0006 Curtiss
L-ISU-485-5708,0006 EXT I T - Extension Information Technology,Business Asset,1,,0006 Ext I T
L-ISU-478-5951,0006 FIRE TR - Firemanship Training,Work Space; Business Asset,0,Office Facilities,0006 Firemnshp Trng
L-ISU-443-5984,0006 FISHER - Fisher Theatre,Business Asset,0,General Use Facilities,0006 Fisher Theatre
L-ISU-446-6349,0006 FOR GRN - Forestry Greenhouse,Business Asset,0,Special Use Facilities,0006 Forestry Gh
L-ISU-451-6662,0006 GEN LAB - Genetics Laboratory,Business Asset,1,,0006 Genetics Lab
L-ISU-460-7540,0006 HAMILTN - Hamilton Hall,Business Asset,0,Classroom Facilities,0006 Hamilton
L-ISU-463-7990,0006 HGR 1 - I.S.U. Airport Hangar 1,Work Space; Business Asset,0,Office Facilities,0006 Hangar 1
L-ISU-475-8322,0006 HORSE B - Horse Barn and Machine Shed,Business Asset,0,Special Use Facilities,0006 Horse Barn
L-ISU-476-8345,0006 HORT - Horticulture Hall & Greenhouse,Business Asset,0,Laboratory Facilities,0006 Horticulture
L-ISU-435-9337,0006 KILDEE - Kildee Hall,Business Asset,0,Laboratory Facilities,0006 Kildee
L-ISU-436-9794,0006 KING - King Lab,Business Asset,0,Laboratory Facilities,0006 KING
L-ISU-439-9913,0006 L A - Landscape Architecture,Work Space; Business Asset,0,Office Facilities,0006 Landscape Arch
L-ISU-380-11218,0006 LINDEN - Linden Residence Hall,Work Space; Business Asset,0,Office Facilities,0006 Linden
L-ISU-384-11252,0006 MACKAY - Mackay Hall,Work Space; Business Asset,0,Office Facilities,0006 Mackay
L-ISU-381-11229,0006 OFC LAB - Office and Laboratory Building,Work Space; Business Asset,0,Office Facilities,0006 Office And Lab
L-ISU-269-14903,0006 SCI 2 - Science Hall Addition No. 2,Work Space; Business Asset,0,Office Facilities,0006 Science 2
L-ISU-270-15462,0006 SCIENCE - Science Hall,Business Asset,0,Laboratory Facilities,0006 Science
L-ISU-217-21003,0006 SPED H - Spedding Hall,Work Space; Business Asset,0,Office Facilities,0006 Spedding
L-ISU-227-16979,0006 STEPHEN - Stephens Auditorium,Business Asset,0,General Use Facilities,0006 Stephens
L-ISU-247-17728,0006 USDA GH - Usda Greenhouse,Business Asset,0,Other,0006 Usda Greenhouse
L-ISU-185-18940,0006 VMRI 01 - Vet Research Main Laboratory#1,Business Asset,0,Health-Care Facilities; Laboratory Facilities,0006 Vmri 01
L-ISU-207-19147,0006 VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Laboratory Facilities,0006 Vmri 29
L-ISU-532-4509,0006A CURTISS - Curtiss Hall,Business Asset,0,Special Use Facilities,0006A Curtiss
L-ISU-430-9050,0006A INSECT - Insectary and Greenhouse,Business Asset,1,,0006A Insectary
L-ISU-435-9338,0006A KILDEE - Kildee Hall,Business Asset,0,Laboratory Facilities,0006A Kildee
L-ISU-384-11253,0006A MACKAY - Mackay Hall,Work Space; Business Asset,0,Office Facilities,0006A Mackay
L-ISU-207-19110,0006A VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0006A Vmri 29
L-ISU-532-4510,0006B CURTISS - Curtiss Hall,Work Space; Business Asset,0,Office Facilities,0006B Curtiss
L-ISU-435-9339,0006B KILDEE - Kildee Hall,Business Asset,0,Laboratory Facilities,0006B Kildee
L-ISU-207-19111,0006B VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Laboratory Facilities,0006B Vmri 29
L-ISU-532-4511,0006C CURTISS - Curtiss Hall,Work Space; Business Asset,0,Special Use Facilities; Office Facilities,0006C Curtiss
L-ISU-430-9051,0006C INSECT - Insectary and Greenhouse,Business Asset,1,,0006C Insectary
L-ISU-435-9340,0006C KILDEE - Kildee Hall,Business Asset,0,Laboratory Facilities,0006C Kildee
L-ISU-207-19112,0006C VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0006C Vmri 29
L-ISU-207-19113,0006D VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0006D Vmri 29
L-ISU-430-9052,0006E INSECT - Insectary and Greenhouse,Business Asset,1,,0006E Insectary
L-ISU-430-9053,0006F INSECT - Insectary and Greenhouse,Business Asset,1,,0006F Insectary
L-ISU-430-9054,0006G INSECT - Insectary and Greenhouse,Business Asset,1,,0006G Insectary
L-ISU-430-9055,0006H INSECT - Insectary and Greenhouse,Business Asset,1,,0006H Insectary
L-ISU-430-9056,0006I INSECT - Insectary and Greenhouse,Business Asset,1,,0006I Insectary
L-ISU-430-9057,0006J INSECT - Insectary and Greenhouse,Business Asset,1,,0006J Insectary
L-ISU-430-9058,0006K INSECT - Insectary and Greenhouse,Business Asset,1,,0006K Insectary
L-ISU-430-9059,0006L INSECT - Insectary and Greenhouse,Business Asset,1,,0006L Insectary
L-ISU-430-9060,0006M INSECT - Insectary and Greenhouse,Business Asset,1,,0006M Insectary
L-ISU-430-9061,0006N INSECT - Insectary and Greenhouse,Business Asset,1,,0006N Insectary
L-ISU-430-9062,0006Q INSECT - Insectary and Greenhouse,Business Asset,1,,0006Q Insectary
L-ISU-430-9063,0006QA INSECT - Insectary and Greenhouse,Business Asset,1,,0006QA Insectary
L-ISU-430-9064,0006S INSECT - Insectary and Greenhouse,Business Asset,1,,0006S Insectary
L-ISU-430-9065,0006T INSECT - Insectary and Greenhouse,Business Asset,1,,0006T Insectary
L-ISU-376-10634,0006T LIBRARY - Parks Library,Business Asset,0,Study Facilities,0006T Parks Library
L-ISU-430-9066,0006U INSECT - Insectary and Greenhouse,Business Asset,1,,0006U Insectary
L-ISU-384-28381,0006W MACKAY - Mackay Hall,Work Space; Business Asset,0,Office Facilities,0006W Mackay
L-ISU-752-20248,0007 AE-2 - Ae-2 Main Building - Agronomy/Agriculture Research,Business Asset,0,Special Use Facilities,0007 AE-2
L-ISU-610-1524,0007 ARMORY - Armory,Business Asset,0,Other,0007 Armory
L-ISU-625-2734,0007 BESSEY - Bessey Hall,Business Asset,0,Supporting Facilities,0007 Bessey
L-ISU-580-3632,0007 CARVER - Carver Hall,Business Asset,0,Other,0007 Carver
L-ISU-593-21631,0007 CO-LAB - Roy J. Carver Co-Laboratory,Business Asset,0,Other,0007 Carver Co-Lab
L-ISU-483-5599,0007 E HALL - East Hall,Business Asset,0,Supporting Facilities,0007 East Hall
L-ISU-398-12659,0007 ESTES - Simon Estes Music Hall,Work Space; Business Asset,0,Office Facilities,0007 Music
L-ISU-478-5952,0007 FIRE TR - Firemanship Training,Work Space; Business Asset,0,Office Facilities,0007 Firemnshp Trng
L-ISU-443-5985,0007 FISHER - Fisher Theatre,Business Asset,0,General Use Facilities,0007 Fisher Theatre
L-ISU-446-6350,0007 FOR GRN - Forestry Greenhouse,Business Asset,0,Special Use Facilities,0007 Forestry Gh
L-ISU-451-6663,0007 GEN LAB - Genetics Laboratory,Business Asset,1,,0007 Genetics Lab
L-ISU-460-21779,0007 HAMILTN - Hamilton Hall,Business Asset,0,Laboratory Facilities,0007 Hamilton
L-ISU-475-8323,0007 HORSE B - Horse Barn and Machine Shed,Business Asset,0,Special Use Facilities,0007 Horse Barn
L-ISU-430-9104,0007 INSECT - Insectary and Greenhouse,Business Asset,1,,0007 Insectary
L-ISU-439-9953,0007 L A - Landscape Architecture,Business Asset,0,,0007 Landscape Arch
L-ISU-291-26459,0007 NLAE - National Lab For Agric. & Envir.,Business Asset,0,Unclassified Facilities,0007 Natl Lab Ag Env
L-ISU-381-11230,0007 OFC LAB - Office and Laboratory Building,Business Asset,0,Laboratory Facilities,0007 Office And Lab
L-ISU-269-14904,0007 SCI 2 - Science Hall Addition No. 2,Work Space; Business Asset,0,Office Facilities,0007 Science 2
L-ISU-270-15463,0007 SCIENCE - Science Hall,Business Asset,0,Laboratory Facilities,0007 Science
L-ISU-217-21004,0007 SPED H - Spedding Hall,Business Asset,0,Laboratory Facilities,0007 Spedding
L-ISU-227-16980,0007 STEPHEN - Stephens Auditorium,Business Asset,0,General Use Facilities,0007 Stephens
L-ISU-247-17767,0007 USDA GH - Usda Greenhouse,Business Asset,0,Special Use Facilities,0007 Usda Greenhouse
L-ISU-207-19114,0007 VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0007 Vmri 29
L-ISU-443-5986,0007A FISHER - Fisher Theatre,Business Asset,0,General Use Facilities,0007A Fisher Theatre
L-ISU-451-6664,0007A GEN LAB - Genetics Laboratory,Business Asset,1,,0007A Genetics Lab
L-ISU-460-21780,0007A HAMILTN - Hamilton Hall,Work Space; Business Asset,0,Office Facilities,0007A Hamilton
L-ISU-270-15464,0007A SCIENCE - Science Hall,Business Asset,0,Laboratory Facilities,0007A Science
L-ISU-207-19115,0007A VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0007A Vmri 29
L-ISU-460-27537,0007AA HAMILTN - Hamilton Hall,Business Asset,0,Other,0007AA Hamilton
L-ISU-451-6665,0007B GEN LAB - Genetics Laboratory,Business Asset,1,,0007B Genetics Lab
L-ISU-460-21781,0007B HAMILTN - Hamilton Hall,Business Asset,0,Other,0007B Hamilton
L-ISU-460-21782,0007C HAMILTN - Hamilton Hall,Business Asset,0,Study Facilities,0007C Hamilton
L-ISU-460-27538,0007D HAMILTN - Hamilton Hall,Work Space; Business Asset,0,Office Facilities,0007D Hamilton
L-ISU-460-27539,0007E HAMILTN - Hamilton Hall,Business Asset,0,General Use Facilities,0007E Hamilton
L-ISU-384-11292,0007E MACKAY - Mackay Hall,Work Space; Business Asset,0,Office Facilities,0007E Mackay
L-ISU-376-10635,0007T LIBRARY - Parks Library,Business Asset,0,Study Facilities,0007T Parks Library
L-ISU-384-11331,0007W MACKAY - Mackay Hall,Work Space; Business Asset,0,Office Facilities,0007W Mackay
L-ISU-752-20249,0008 AE-2 - Ae-2 Main Building - Agronomy/Agriculture Research,Business Asset,0,Special Use Facilities,0008 AE-2
L-ISU-625-2735,0008 BESSEY - Bessey Hall,Business Asset,0,,0008 Bessey
L-ISU-580-3633,0008 CARVER - Carver Hall,Business Asset,0,Classroom Facilities,0008 Carver
L-ISU-593-21632,0008 CO-LAB - Roy J. Carver Co-Laboratory,Business Asset,0,,0008 Carver Co-Lab
L-ISU-532-4512,0008 CURTISS - Curtiss Hall,Business Asset,0,Laboratory Facilities,0008 Curtiss
L-ISU-478-5953,0008 FIRE TR - Firemanship Training,Business Asset,0,General Use Facilities,0008 Firemnshp Trng
L-ISU-443-5987,0008 FISHER - Fisher Theatre,Business Asset,0,General Use Facilities,0008 Fisher Theatre
L-ISU-446-6351,0008 FOR GRN - Forestry Greenhouse,Business Asset,0,Special Use Facilities,0008 Forestry Gh
L-ISU-460-7580,0008 HAMILTN - Hamilton Hall,Business Asset,0,Laboratory Facilities,0008 Hamilton
L-ISU-475-8324,0008 HORSE B - Horse Barn and Machine Shed,Business Asset,0,Special Use Facilities,0008 Horse Barn
L-ISU-476-8346,0008 HORT - Horticulture Hall & Greenhouse,Work Space; Business Asset,0,Office Facilities,0008 Horticulture
L-ISU-430-9143,0008 INSECT - Insectary and Greenhouse,Business Asset,1,,0008 Insectary
L-ISU-436-9795,0008 KING - King Lab,Business Asset,0,Laboratory Facilities,0008 KING
L-ISU-439-9954,0008 L A - Landscape Architecture,Business Asset,0,,0008 Landscape Arch
L-ISU-376-10636,0008 LIBRARY - Parks Library,Work Space; Business Asset,0,Office Facilities; Study Facilities,0008 Parks Library
L-ISU-384-11332,0008 MACKAY - Mackay Hall,Work Space; Business Asset,0,Office Facilities,0008 Mackay
L-ISU-291-26460,0008 NLAE - National Lab For Agric. & Envir.,Business Asset,0,Unclassified Facilities,0008 Natl Lab Ag Env
L-ISU-381-11231,0008 OFC LAB - Office and Laboratory Building,Work Space; Business Asset,0,Office Facilities,0008 Office And Lab
L-ISU-349-13681,0008 PHYSICS - Physics Hall,Business Asset,0,Study Facilities,0008 Physics
L-ISU-269-14905,0008 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Laboratory Facilities,0008 Science 2
L-ISU-270-15465,0008 SCIENCE - Science Hall,Work Space; Business Asset,0,Office Facilities,0008 Science
L-ISU-217-21005,0008 SPED H - Spedding Hall,Work Space; Business Asset,0,Office Facilities,0008 Spedding
L-ISU-227-16981,0008 STEPHEN - Stephens Auditorium,Business Asset,0,Other,0008 Stephens
L-ISU-247-17805,0008 USDA GH - Usda Greenhouse,Business Asset,0,Other,0008 Usda Greenhouse
L-ISU-207-19116,0008 VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0008 Vmri 29
L-ISU-210-19291,0008 VMRI 37 - Vet Res Equipment Storage 37,Business Asset,0,Supporting Facilities,0008 Vmri 37
L-ISU-610-1525,0008A ARMORY - Armory,Business Asset,0,Other,0008A Armory
L-ISU-478-5954,0008A FIRE TR - Firemanship Training,Business Asset,0,Supporting Facilities,0008A Firemnshp Trng
L-ISU-443-5988,0008A FISHER - Fisher Theatre,Business Asset,0,General Use Facilities,0008A Fisher Theatre
L-ISU-475-8325,0008A HORSE B - Horse Barn and Machine Shed,Business Asset,0,Supporting Facilities,0008A Horse Barn
L-ISU-384-11333,0008A MACKAY - Mackay Hall,Work Space; Business Asset,0,Office Facilities,0008A Mackay
L-ISU-207-19117,0008A VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0008A Vmri 29
L-ISU-478-23431,0008AA FIRE TR - Firemanship Training,Business Asset,0,Supporting Facilities,0008AA Firemnshp Trng
L-ISU-384-11334,0008B MACKAY - Mackay Hall,Work Space; Business Asset,0,Office Facilities,0008B Mackay
L-ISU-752-20250,0009 AE-2 - Ae-2 Main Building - Agronomy/Agriculture Research,Business Asset,0,Special Use Facilities,0009 AE-2
L-ISU-625-2736,0009 BESSEY - Bessey Hall,Business Asset,0,Laboratory Facilities,0009 Bessey
L-ISU-581-3974,0009 CATT - Carrie Chapman Catt Hall,Business Asset,0,General Use Facilities,0009 Catt
L-ISU-593-21633,0009 CO-LAB - Roy J. Carver Co-Laboratory,Business Asset,0,Laboratory Facilities,0009 Carver Co-Lab
L-ISU-532-4513,0009 CURTISS - Curtiss Hall - Distance Education,Business Asset,0,Laboratory Facilities,0009 Curtiss
L-ISU-398-12660,0009 ESTES - Simon Estes Music Hall,Work Space; Business Asset,0,Office Facilities,0009 Music
L-ISU-478-5955,0009 FIRE TR - Firemanship Training,Business Asset,0,General Use Facilities,0009 Firemnshp Trng
L-ISU-446-6352,0009 FOR GRN - Forestry Greenhouse,Business Asset,0,Laboratory Facilities,0009 Forestry Gh
L-ISU-451-6666,0009 GEN LAB - Genetics Laboratory,Business Asset,1,,0009 Genetics Lab
